Muestreo;Region.Label;Sample.Label;nombreviejo;Effort;Especie;size;AdultJuv;Adultos;Juveniles;Crias;Lat;Lon;RadialDistance;Angle;Area;Length
35;ALTO;LIMITE SUR 2;;6,8;G;3;3;3;NA;0;"50°24'56,7""";"69°11'28,0""";122;270;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;3;3;3;NA;0;"50°25'20,8""";"69°11'34,9""";345;70;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;"50°25'53,6""";"69°11'21,7""";155;0;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;13;12;12;NA;1;"50°25'53,6""";"69°11'21,7""";306;45;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;CH;2;2;2;NA;0;"50°26'12,5""";"69°11""46,9""";322;65;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;5;5;5;NA;0;"50°26'12,5""";"69°11""46,9""";198;90;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;8;8;8;NA;0;"50°26'26,4""";"69°11'52,8""";383;70;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;CH;2;2;2;NA;0;"50°26'26,4""";"69°11'52,8""";383;70;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;4;4;4;NA;0;"50°24'45,8""";"69°11'26,0""";176;0;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;3;3;3;NA;0;"50°25'07,5""";"69°11'30,9""";170;0;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;4;4;4;NA;0;"50°25'07,5""";"69°11'30,9""";330;60;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;"50°25'07,5""";"69°11'30,9""";230;240;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;"50°25'37,6""";"69°11'39,5""";90;320;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;"50°25'37,6""";"69°11'39,5""";100;80;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;7;7;7;NA;0;"50°25'52,6""";"69°11' 41,6""";231;0;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;"50°25'52,6""";"69°11' 41,6""";240;270;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;4;3;3;NA;1;"50°25'52,6""";"69°11' 41,6""";170;90;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;CH;2;2;2;NA;0;"50°26'09,5""";"69°11'45,4""";230;0;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;"50°26'09,5""";"69°11'45,4""";150;90;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;3;3;3;NA;0;"50°26'09,5""";"69°11'45,4""";342;280;277;3,4
35;ALTO;LIMITE SUR 2;;6,8;G;4;4;4;NA;0;"50°26'32,5""";"69°11'55,9""";250;340;277;3,4
35;ALTO;RP63 A1;;4,4;G;21;19;19;NA;2;"50°16'17,6""";"69°00'14,3""";165;60;277;2,2
35;ALTO;RP63 A1;;4,4;G;32;30;30;NA;2;"50°16'25,3""";"69°00'15,7""";156;20;277;2,2
35;ALTO;RP63 A1;;4,4;G;2;2;2;NA;0;"50°16'17,5""";"69°00'14,3""";69;50;277;2,2
35;ALTO;RP63 A1;;4,4;G;29;29;29;NA;0;"50°16'36,3""";"69°00'22""";135;100;277;2,2
35;ALTO;RP63 A1;;4,4;CH;0;0;;;0;;;;;277;2,2
35;BAJO;RP63 B1;;7,2;G;0;0;;;0;;;;;338;3,6
35;BAJO;RP63 B1;;7,2;CH;0;0;;;0;;;;;338;3,6
35;BAJO;RP63 B2;;7,2;G;30;30;30;NA;0;"50°19'59,6""";"68°57'24,5""";118;20;338;3,6
35;BAJO;RP63 B2;;7,2;G;12;12;12;NA;0;"50°18'52,9""";"68°58'59,8""";650;90;338;3,6
35;BAJO;RP63 B2;;7,2;G;5;5;5;NA;0;"50°17'57,2""";"68°57'30,5""";74;65;338;3,6
35;BAJO;RP63 B2;;7,2;G;21;21;21;NA;0;"50°20'12,7""";"68°57'10,5""";164;280;338;3,6
35;BAJO;RP63 B2;;7,2;CH;0;0;;;0;;;;;338;3,6
35;BAJO;RP63 B3;;7,8;G;2;2;2;NA;0;"50°20'51,7""";"68°55'34,9""";680;290;338;3,9
35;BAJO;RP63 B3;;7,8;G;15;14;14;NA;1;"50°20'57,2""";"68°54'40,6""";62;30;338;3,9
35;BAJO;RP63 B3;;7,8;CH;0;0;;;0;;;;;338;3,9
35;BAJO;RP63 B4;;6,2;G;0;0;;;0;;;;;338;3,1
35;BAJO;RP63 B4;;6,2;CH;0;0;;;0;;;;;338;3,1
35;BAJO;RP63 B5;;5,8;CH;0;0;;;0;;;;;338;2,9
35;BAJO;RP63 B5;;5,8;G;2;2;2;NA;0;"50°19'57,6""";"68°53'13,6""";135;15;338;2,9
35;ALTO;RPT1 A;;6,2;G;17;17;17;NA;0;"50°12'27,1""";"68°55'12,8""";670;320;277;3,1
35;ALTO;RPT1 A;;6,2;G;3;2;2;NA;1;"50°12'27,1""";"68°55'12,8""";270;340;277;3,1
35;ALTO;RPT1 A;;6,2;G;36;36;36;NA;0;"50°12'26,6""";"68°55'06,3""";164;50;277;3,1
35;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;"50°12'26,8""";"68°54'44,5""";108;315;277;3,1
35;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;"50°12'31,8""";"68°53'59""";85;340;277;3,1
35;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;"50°12'31,4""";"68°53'52,9""";117;310;277;3,1
35;ALTO;RPT1 A;;6,2;G;2;2;2;NA;0;"50°13'30,1""";"68°55'40""";124;80;277;3,1
35;ALTO;RPT1 A;;6,2;G;6;6;6;NA;0;"50°13'30,1""";"68°55'40""";350;220;277;3,1
35;ALTO;RPT1 A;;6,2;G;13;9;9;NA;4;"50°12'27,9""";"68°55'19,9""";337;280;277;3,1
35;ALTO;RPT1 A;;6,2;G;7;7;7;NA;0;"50°12'26,9""";"68°55'11,2""";265;50;277;3,1
35;ALTO;RPT1 A;;6,2;G;10;7;7;NA;3;"50°12'26,7""";"68°54'54,5""";250;110;277;3,1
35;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;"50°12'31,4""";"68°53'52,6""";291;300;277;3,1
35;ALTO;RPT1 A;;6,2;G;3;3;3;NA;0;"50°12'31,4""";"68°53'52,6""";515;270;277;3,1
35;ALTO;RPT1 A;;6,2;G;1;1;1;NA;0;"50°12'31,4""";"68°53'52,6""";530;230;277;3,1
35;ALTO;RPT1 A;;6,2;CH;0;0;;;0;;;;;277;3,1
35;BAJO;RPT1 B;;5;G;3;2;2;NA;1;"50°12'35,9""";"68°53'00,4""";247;320;338;2,5
35;BAJO;RPT1 B;;5;G;1;1;1;NA;0;"50°12'37,9""";"68°52'36,3""";387;280;338;2,5
35;BAJO;RPT1 B;;5;G;1;1;1;NA;0;"50°12'38,3""";"68°52'29,9""";1000;300;338;2,5
35;BAJO;RPT1 B;;5;G;5;5;5;NA;0;"50°12'32,7""";"68°53'30,0""";760;90;338;2,5
35;BAJO;RPT1 B;;5;CH;3;3;3;NA;0;"50°12'32,7""";"68°53'30,0""";336;70;338;2,5
35;BAJO;RPT1 B;;5;G;1;1;1;NA;0;"50°12'32,7""";"68°53'30,0""";472;60;338;2,5
35;BAJO;RPT1 B;;5;G;1;1;1;NA;0;"50°12'35,2""";"68°53'09,4""";203;290;338;2,5
35;BAJO;RPT1 B;;5;G;6;6;6;NA;0;"50°12'35,2""";"68°53'09,4""";320;40;338;2,5
35;BAJO;RPT1 B;;5;G;4;4;4;NA;0;"50°12'36,9""";"68°52'46,4""";546;270;338;2,5
35;BAJO;RPT1 B;;5;G;1;1;1;NA;0;"50°12'38,2""";"68°52'33,5""";172;60;338;2,5
35;BAJO;RPT1 B;;5;G;1;1;1;NA;0;"50°12'38,2""";"68°52'33,5""";92;300;338;2,5
35;BAJO;RPT1 B;;5;G;13;13;13;NA;0;"50°12'38,9""";"68°52'23,8""";520;110;338;2,5
35;BAJO;RPT1 B;;5;G;1;1;1;NA;0;"50°12'39,7""";"68°52'03,0""";134;270;338;2,5
35;BAJO;RPT1 B;;5;G;1;1;1;NA;0;"50°12'39,7""";"68°52'03,0""";460;70;338;2,5
35;ALTO;TRIANGULO 1;;8;G;5;3;3;NA;2;"58°14'38,3""";"69°00'18,9""";142;0;277;4
35;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;"50°14'476""";"69°00'17,2""";112;90;277;4
35;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;"50°14'476""";"69°00'17,2""";98;0;277;4
35;ALTO;TRIANGULO 1;;8;G;11;11;11;NA;0;"50°16'06,4""";"69°00'59,0""";356;280;277;4
35;ALTO;TRIANGULO 1;;8;G;78;76;76;NA;2;"50°16'12,4""";"69°01'14,5""";176;310;277;4
35;ALTO;TRIANGULO 1;;8;G;5;5;5;NA;0;"50°14'35,3""";"69°00'19,9""";400;130;277;4
35;ALTO;TRIANGULO 1;;8;G;17;15;15;NA;2;"50°14'35,3""";"69°00'19,9""";442;35;277;4
35;ALTO;TRIANGULO 1;;8;CH;2;2;2;NA;0;"50°14'35,3""";"69°00'19,9""";172;330;277;4
35;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;"50°14'45,9""";"69°00'17,8""";124;290;277;4
35;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;"50°14'56,6""";"69°00'12,9""";105;50;277;4
35;ALTO;TRIANGULO 1;;8;G;5;5;5;NA;0;"50°15'21,9""";"69°00'09,1""";316;60;277;4
35;ALTO;TRIANGULO 1;;8;CH;3;3;3;NA;0;"50°15'42,3""";"69°00'13,1""";70;340;277;4
35;ALTO;TRIANGULO 1;;8;CH;50;50;50;NA;0;"50°15'58,2""";"69°00'39,7""";235;350;277;4
35;ALTO;TRIANGULO 1;;8;G;1;1;1;NA;0;"50°15'58,2""";"69°00'39,7""";420;90;277;4
35;ALTO;TRIANGULO 1;;8;G;52;49;49;NA;3;"50°16'08,9""";"69°01'04,8""";696;300;277;4
35;ALTO;TRIANGULO 2;;7,8;G;8;7;7;NA;1;"50°16'22,3""";"69°01'38,5""";105;90;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;57;NA;NA;NA;NA;"50°16'22,3""";"69°01'38,5""";176;20;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;12;NA;NA;NA;NA;"50°16'22,3""";"69°01'38,5""";183;0;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;45;37;37;NA;8;"50°16'35,8""";"69°02'09,1""";96;90;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;3;NA;NA;NA;NA;"50°17'09,3""";"69°03'15,4""";239;90;277;3,9
35;ALTO;TRIANGULO 2;;7,8;CH;2;NA;NA;NA;NA;"50°17'09,3""";"69°03'15,4""";239;90;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;6;4;4;NA;2;"50°17'09,3""";"69°03'15,4""";255;325;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;6;6;6;NA;0;"50°16'24,5""";"69°01'43,4""";280;40;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;"50°17'01,9""";"69°02'58,4""";185;280;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;1;1;1;NA;0;"50°17'01,9""";"69°02'58,4""";262;80;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;2;2;2;NA;0;"50°17'11,7""";"69°03'19,5""";320;300;277;3,9
35;ALTO;TRIANGULO 2;;7,8;G;3;3;3;NA;0;"50°17'28,5""";"69°03'69,9""";185;300;277;3,9
36;ALTO;ANTENA 1;;6,6;G;1;1;1;NA;0;S 50° 23' 91,0'' ; 68° 94' 54,3'';183;350;277;3,3
36;ALTO;ANTENA 1;;6,6;G;1;1;1;NA;0;S 50° 23' 91,0'' ; 68° 94' 54,3'';255;330;277;3,3
36;ALTO;ANTENA 1;;6,6;G;4;4;4;NA;0;S 50° 24' 54,4'' ; 68° 94' 90,1'';1000;60;277;3,3
36;ALTO;ANTENA 1;;6,6;G;2;2;2;NA;0;S 50° 26' 08,3'' ; 68° 96' 07,0'';217;80;277;3,3
36;ALTO;ANTENA 1;;6,6;G;7;7;7;NA;0;S 50° 26' 08,3'' ; 68° 96' 07,0'';326;40;277;3,3
36;ALTO;ANTENA 1;;6,6;G;43;43;43;NA;0;"S 50° 14' 15,1"" ";" 68° 56' 43,4""";120;0;277;3,3
36;ALTO;ANTENA 1;;6,6;G;3;3;3;NA;0;"S 50° 14' 49,7"" ";" 68° 57' 03,0""";350;130;277;3,3
36;ALTO;ANTENA 1;;6,6;CH;0;0;;;0;;;;;277;3,3
36;ALTO;ANTENA 2;;6,2;G;1;1;1;NA;0;S 50° 24' 58,7'' ; 68° 97' 93,0'';109;45;277;3,1
36;ALTO;ANTENA 2;;6,2;G;1;NA;NA;NA;NA;"S 50° 15' 29,8"" ";" 68° 57' 58,9""";282;150;277;3,1
36;ALTO;ANTENA 2;;6,2;CH;0;0;;;0;;;;;277;3,1
36;BAJO;CHACRA;;4;G;4;4;4;NA;0;S 50° 28' 00,9'' ; 68° 96' 40,3'';136;335;338;2
36;BAJO;CHACRA;;4;G;3;NA;NA;NA;NA;S 50° 28' 00,9'' ; 68° 96' 40,3'';165;0;338;2
36;BAJO;CHACRA;;4;CH;1;NA;NA;NA;NA;S 50° 28' 00,9'' ; 68° 96' 40,3'';107;0;338;2
36;BAJO;CHACRA;;4;G;4;NA;NA;NA;NA;"S 50° 16' 19,4"" ";" 68° 57' 35,4""";183;130;338;2
36;BAJO;CHACRA;;4;G;1;NA;NA;NA;NA;"S 50° 16' 50,3"" ";" 68° 57' 56,5""";203;100;338;2
36;ALTO;COML;;6,8;G;9;9;9;NA;0;S 50° 21' 07,9'' ; 68° 93' 90,4'';375;295;277;3,4
36;ALTO;COML;;6,8;G;1;1;1;NA;0;S 50° 21' 29,8'' ; 68° 93' 98,2'';160;115;277;3,4
36;ALTO;COML;;6,8;G;1;1;1;NA;0;S 50° 21' 29,8'' ; 68° 93' 98,2'';282;65;277;3,4
36;ALTO;COML;;6,8;G;1;1;1;NA;0;S 50° 21' 51,5'' ; 68° 94' 09,9'';121;40;277;3,4
36;ALTO;COML;;6,8;G;2;2;2;NA;0;S 50° 21' 85,0'' ; 68° 94' 21,7'';1000;90;277;3,4
36;ALTO;COML;;6,8;G;1;1;1;NA;0;S 50° 23' 26,8'' ; 68° 94' 43,3'';182;30;277;3,4
36;ALTO;COML;;6,8;G;1;1;1;NA;0;S 50° 23' 51,3'' ; 68° 94' 55,1'';204;270;277;3,4
36;ALTO;COML;;6,8;G;1;NA;NA;NA;NA;"S 50° 12' 34,7"" ";" 68° 56' 19.2""";179,6;20;277;3,4
36;ALTO;COML;;6,8;G;1;NA;NA;NA;NA;"S 50° 12' 54,3"" ";" 68° 56' 27.7""";513;20;277;3,4
36;ALTO;COML;;6,8;G;6;NA;NA;NA;NA;"S 50° 13' 03"" ";" 68° 56' 29.9""";827;50;277;3,4
36;ALTO;COML;;6,8;G;1;NA;NA;NA;NA;"S 50° 13' 16,3"" ";" 68° 56' 28.8""";64,2;140;277;3,4
36;ALTO;COML;;6,8;G;4;NA;NA;NA;NA;"S 50° 13' 16,3"" ";" 68° 56' 28.8""";300;130;277;3,4
36;ALTO;COML;;6,8;G;12;NA;NA;NA;NA;"S 50° 13' 26,4"" ";" 68° 56' 28.6""";151;110;277;3,4
36;ALTO;COML;;6,8;G;12;NA;NA;NA;NA;"S 50° 13' 26,4"" ";" 68° 56' 28.6""";217;0;277;3,4
36;ALTO;COML;;6,8;CH;0;0;;;0;;;;;277;3,4
36;BAJO;JACK 1;;5;G;1;1;1;NA;0;S 50° 38' 24,9'' ; 69° 16' 62,1'';186;315;338;2,5
36;BAJO;JACK 1;;5;CH;1;1;1;NA;0;S 50° 38' 32,0'' ; 69° 15' 86,2'';190;10;338;2,5
36;BAJO;JACK 1;;5;G;1;1;1;NA;0;"S 50° 23' 03,3"" ";" 69° 09' 03,0""";470;150;338;2,5
36;BAJO;JACK 2;;4,8;CH;5;5;5;NA;0;S 50° 40' 13,9'' ; 69° 12' 99,0'';198;350;338;2,4
36;BAJO;JACK 2;;4,8;G;0;0;;;0;;;;;338;2,4
36;ALTO;LAGUNA 1;;7;G;1;1;1;NA;0;S 50° 24' 75,4'' ; 68° 92' 20'';309;340;277;3,5
36;ALTO;LAGUNA 1;;7;G;1;1;1;NA;0;S 50° 24' 96,1'' ; 68° 90' 91,1'';104;345;277;3,5
36;ALTO;LAGUNA 1;;7;G;1;1;1;NA;0;"S 50° 14' 13,1"" ";" 68° 50' 30.7""";256;70;277;3,5
36;ALTO;LAGUNA 1;;7;G;5;5;5;NA;0;"S 50° 14' 39,8"" ";" 68° 55' 56.1""";151;40;277;3,5
36;ALTO;LAGUNA 1;;7;G;11;11;11;NA;0;"S 50° 14' 43,4"" ";" 68° 55' 48.6""";362;50;277;3,5
36;ALTO;LAGUNA 1;;7;CH;0;0;;;0;;;;;277;3,5
36;ALTO;LAGUNA 2;;7,2;G;11;11;11;NA;0;S 50° 25' 39,4'' ; 68° 87' 43,0'' ;357;300;277;3,6
36;ALTO;LAGUNA 2;;7,2;G;1;1;1;NA;0;S 50° 25' 39,1'' ; 68° 87' 36,7'' ;130;305;277;3,6
36;ALTO;LAGUNA 2;;7,2;G;1;1;1;NA;0;S 50° 25' 36,8'' ; 68° 87' 11,4'' ;135;305;277;3,6
36;ALTO;LAGUNA 2;;7,2;G;2;2;2;NA;0;S 50° 25' 36,8'' ; 68° 87' 11,4'';282;310;277;3,6
36;ALTO;LAGUNA 2;;7,2;CABALLO;14;14;14;NA;0;S 50° 25' 40,8'' ; 68° 86' 36,6'';NA;NA;277;3,6
36;ALTO;LAGUNA 2;;7,2;G;7;7;7;NA;0;S 50° 25' 38,7'' ; 68° 86' 06,0'';1000;290;277;3,6
36;ALTO;LAGUNA 2;;7,2;G;17;NA;NA;NA;NA;"S 50° 15' 13,5"" ";" 68° 52' 59.4""";216;10;277;3,6
36;ALTO;LAGUNA 2;;7,2;G;12;NA;NA;NA;NA;"S 50° 15' 13,5"" ";" 68° 52' 59.4""";248;20;277;3,6
36;ALTO;LAGUNA 2;;7,2;G;1;NA;NA;NA;NA;"S 50° 15' 13,5"" ";" 68° 52' 59.4""";191;110;277;3,6
36;ALTO;LAGUNA 2;;7,2;CABALLO;14;NA;NA;NA;NA;"S 50° 15' 13,9"" ";" 68° 52' 22.9""";;;277;3,6
36;ALTO;LAGUNA 2;;7,2;G;1;NA;NA;NA;NA;"S 50° 15' 14,9"" ";" 68° 51' 43.4""";188;40;277;3,6
36;ALTO;LAGUNA 2;;7,2;CH;0;0;;;0;;;;;277;3,6
36;ALTO;LAGUNA 3;;6;G;1;1;1;NA;0;S 50° 24' 19,2'' ; 68° 83' 69,6'';99;335;277;3
36;ALTO;LAGUNA 3;;6;G;1;NA;NA;NA;NA;"S 50° 15' 13,0"" ";" 68° 51' 28.4""";106;30;277;3
36;ALTO;LAGUNA 3;;6;ZG;1;NA;NA;NA;NA;50°15´13,0”;68°51´28,3”;NA;NA;277;3
36;ALTO;LAGUNA 3;;6;CABALLO;1;NA;NA;NA;NA;50°15´13,0”;68°51´28,3”;NA;NA;277;3
36;ALTO;LAGUNA 3;;6;CH;0;0;;;0;;;;;277;3
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 38' 48,3'' ; 69° 18' 02,6'';353;50;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 38' 70,3'' ; 69° 18' 12,1'';164;10;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 38' 78,1'' ; 69° 18' 16,0'';142;0;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 39' 03,9'' ; 69° 18' 23,0'';375;50;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 39' 03,9'' ; 69° 18' 23,0'';300;30;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 39' 31,3'' ; 69° 18' 36,5'';330;310;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 39' 31,3'' ; 69° 18' 36,5'';311;350;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;48;48;48;NA;0;S 50° 39' 31,3'' ; 69° 18' 36,5'';364;70;277;3,5
36;ALTO;LIMITE SUR 1;;7;CH;8;8;8;NA;0;S 50° 39' 31,3'' ; 69° 18' 36,5'';364;70;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 39' 31,3'' ; 69° 18' 36,5'';206;90;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;51;51;51;NA;0;S 50° 39' 60,4'' ; 69° 18' 58,3'';241;0;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;17;17;17;NA;0;S 50° 39' 60,4'' ; 69° 18' 58,3'';341;340;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;20;20;20;NA;0;S 50° 39' 64,9'' ; 69° 18' 62,8'';316;20;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 40' 13,1'' ; 69° 18' 78,0'';225;350;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;2;2;2;NA;0;S 50° 40' 13,1'' ; 69° 18' 78,0'';418;310;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 40' 23,9'' ; 69° 18' 83,5'';280;65;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 40' 72,7'' ; 69° 18' 99,3'';207;60;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;S 50° 41' 03,5'' ; 69° 19' 03,8'';217;295;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;5;5;5;NA;0;S 50° 41' 13,1'' ; 69° 19' 04,0'';172;45;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 22' 56,4"" ";" 69° 10' 47,6""";147;30;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;50;50;50;NA;0;"S 50° 23' 02,4"" ";" 69° 10' 48,1""";147;160;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;3;3;3;NA;0;"S 50° 23' 02,4"" ";" 69° 10' 48,1""";193;0;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 23' 10,5"" ";" 69° 10' 51,2""";311;180;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;4;4;4;NA;0;"S 50° 23' 10,5"" ";" 69° 10' 51,2""";435;130;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;2;2;2;NA;0;"S 50° 23' 28,0"" ";" 69° 10' 57,4""";127;110;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 23' 28,0"" ";" 69° 10' 57,4""";164;120;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 23' 36,1"" ";" 69° 11' 02,0""";170;50;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 23' 36,1"" ";" 69° 11' 02,0""";165;80;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;1;1;1;NA;0;"S 50° 23' 54,0"" ";" 69° 11' 14,0""";188;60;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;11;11;11;NA;0;"S 50° 24' 05,0"" ";" 69° 11' 10,2""";564;30;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;14;14;14;NA;0;"S 50° 24' 05,0"" ";" 69° 11' 10,2""";178;110;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;7;7;7;NA;0;"S 50° 24' 25,4"" ";" 69° 11' 23,8""";134;0;277;3,5
36;ALTO;LIMITE SUR 1;;7;G;14;14;14;NA;0;"S 50° 24' 25,4"" ";" 69° 11' 23,8""";260;30;277;3,5
36;ALTO;LIMITE SUR 2;;6,8;G;8;8;8;NA;0;S 50° 41' 27,3' ; 69° 19' 05,6'';183;325;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;3;2;2;NA;1;S 50° 41' 41,5' ; 69° 19' 08,4'';273;40;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;3;3;3;NA;0;S 50° 42' 22,1' ; 69° 19' 30,0'';183;320;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;4;4;4;NA;0;S 50° 42' 22,1' ; 69° 19' 30,0'';217;350;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;5;5;5;NA;0;S 50° 42' 78,7' ; 69° 19' 44,7'';172;300;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;S 50° 42' 78,7' ; 69° 19' 44,7'';133;60;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;S 50° 42' 87,1' ; 69° 19' 45,4'';159;55;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;7;7;7;NA;0;S 50° 43' 01,8' ; 69° 19' 46,6'';255;55;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;22;22;22;NA;0;S 50° 43' 47,7' ; 69° 19' 55,3'';254;340;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;10;10;10;NA;0;S 50° 43' 47,7' ; 69° 19' 55,3'';406;330;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;S 50° 43' 69,5' ; 69° 19' 64,0'';286;65;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;"S 50° 24' 45,6"" ";" 69° 11' 26,1""";130;120;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;"S 50° 24' 45,6"" ";" 69° 11' 26,1""";116;170;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;10;10;10;NA;0;"S 50° 25' 06,7"" ";" 69° 11' 30,7""";158;0;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;14;14;14;NA;0;"S 50° 25' 06,7"" ";" 69° 11' 30,7""";545;70;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;"S 50° 25' 26,4"" ";" 69° 11' 36,3""";204;10;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;1;1;1;NA;0;"S 50° 25' 55,7"" ";" 69° 11' 42,0""";238;20;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;9;9;9;NA;0;"S 50° 25' 55,7"" ";" 69° 11' 42,0""";339;40;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;21;21;21;NA;0;"S 50° 25' 55,7"" ";" 69° 11' 42,0""";436;60;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;2;2;2;NA;0;"S 50° 26' 08,8"" ";" 69° 11' 45,0""";478;160;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;4;4;4;NA;0;"S 50° 26' 08,8"" ";" 69° 11' 45,0""";381;120;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;G;6;6;6;NA;0;"S 50° 26' 25,3"" ";" 69° 11' 52,4""";176,8;150;277;3,4
36;ALTO;LIMITE SUR 2;;6,8;CH;0;0;;;0;;;;;277;3,4
36;ALTO;RP63 A1;;4,4;G;1;1;1;NA;0;S 50° 27' 25,4'' ; 69° 00' 38,3'';135;195;277;2,2
